7SK.1
AC008267.1
AC008394.1
AC008440.5
AC008443.1
AC008592.4
AC008697.1
AC008746.12
AC008753.6
AC008964.1
AC009005.2
AC009065.1
AC009120.10
AC009120.4
AC009120.6
AC009133.12
AC009133.14
AC009133.15
AC009133.17
AC009133.20
AC009228.1
AC009276.4
AC009299.3
AC009313.1
AC009403.2
AC009404.2
AC009473.1
AC009495.2
AC009499.1
AC009499.2
AC009501.4
AC009502.4
AC009506.1
AC009542.2
AC009784.3
AC009948.5
AC009950.2
AC009961.3
AC010149.4
AC010226.4
AC010327.2
AC010336.1
AC010524.2
AC010525.7
AC010536.1
AC010642.1
AC010746.3
AC010761.6
AC010761.8
AC010883.5
AC010894.3
AC010894.5
AC010982.1
AC011043.1
AC011526.1
AC011558.5
AC011648.1
AC011747.3
AC011747.4
AC011841.1
AC011899.9
AC011997.1
AC012065.7
AC012123.1
AC012309.5
AC012314.8
AC012317.1
AC012358.8
AC012360.4
AC012368.1
AC012487.2
AC013264.2
AC015691.13
AC015849.19
AC015922.6
AC015971.2
AC015987.1
AC015987.2
AC016586.1
AC016629.8
AC016683.5
AC016700.5
AC016722.4
AC016738.4
AC016745.3
AC016757.3
AC016831.7
AC016907.3
AC017002.1
AC017002.2
AC017060.1
AC017074.2
AC018445.1
AC018647.3
AC018755.1
AC018766.4
AC018766.5
AC018816.3
AC018890.6
AC019117.2
AC019181.2
AC019186.1
AC020571.3
AC020594.5
AC020743.2
AC021188.4
AC021860.1
AC022154.7
AC022182.1
AC022182.3
AC022400.2
AC022498.1
AC022532.1
AC023481.1
AC023490.1
AC023590.1
AC023632.1
AC024940.1
AC025171.1
AC025335.1
AC026202.1
AC026202.3
AC026310.1
AC026471.6
AC026740.1
AC026806.2
AC027307.3
AC027601.1
AC027763.2
AC034243.1
AC040977.1
AC061992.2
AC062017.1
AC062028.1
AC062029.1
AC064834.2
AC067959.1
AC068039.4
AC068282.3
AC068499.10
AC068610.3
AC068620.1
AC068831.10
AC068831.3
AC068831.6
AC069278.4
AC069363.1
AC069513.4
AC069547.1
AC072062.1
AC073046.25
AC073072.5
AC073115.7
AC073283.7
AC073657.1
AC073934.6
AC074117.10
AC074138.3
AC074212.5
AC074212.6
AC074289.1
AC074389.9
AC074391.1
AC078883.3
AC079210.1
AC079305.10
AC079305.11
AC079354.1
AC079354.5
AC079602.1
AC079610.2
AC079630.4
AC079767.4
AC079807.2
AC079922.3
AC083843.1
AC083843.2
AC083949.1
AC084018.1
AC084082.3
AC084219.4
AC084809.2
AC084809.3
AC087294.2
AC087645.1
AC090186.1
AC090505.4
AC090587.5
AC090616.2
AC091132.1
AC091633.3
AC091729.9
AC091878.1
AC092159.2
AC092162.1
AC092171.4
AC092295.7
AC092301.3
AC092415.1
AC092535.3
AC092580.3
AC092580.4
AC092594.1
AC092667.2
AC092669.3
AC092835.2
AC093110.3
AC093157.1
AC093323.3
AC093382.1
AC093388.3
AC093391.2
AC093495.4
AC093609.1
AC093627.10
AC093627.9
AC093642.3
AC093673.5
AC093818.1
AC093901.1
AC096558.1
AC096559.1
AC096670.3
AC096677.1
AC096772.6
AC097495.2
AC097500.2
AC097662.2
AC097713.4
AC097721.2
AC097724.3
AC099552.4
AC099850.1
AC100830.3
AC100830.4
AC104024.1
AC104024.2
AC104057.1
AC104076.3
AC104135.3
AC104532.4
AC104653.1
AC104667.3
AC104695.3
AC104699.1
AC104820.2
AC105053.4
AC105402.4
AC105760.2
AC105760.3
AC106801.1
AC106900.6
AC107081.5
AC107218.3
AC108004.3
AC108488.4
AC109333.10
AC109826.1
AC109828.1
AC110771.1
AC112721.2
AC113189.5
AC114546.1
AC114730.7
AC115618.1
AC116366.5
AC116366.6
AC117395.1
AC119673.1
AC120194.1
AC123023.1
AC123768.4
AC123886.2
AC124890.1
AC124944.3
AC127496.1
AC131056.3
AC131097.3
AC131971.1
AC132186.1
AC132192.1
AC132872.2
AC133528.2
AC135178.1
AC135983.2
AC137932.1
AC137934.1
AC139100.2
AC142528.1
AC144449.1
AC144652.1
AC144831.1
AC145110.1
AC145212.1
AC145343.2
AC147651.3
AC147651.4
AC159540.1
AC195454.1
ACAA1
ACAA2
ACACA
ACACB
ACAD10
ACAD11
ACAD8
ACAD9
ACADM
ACADS
ACADSB
ACADVL
ACAP1
ACAP2
ACAP3
ACAT1
ACAT2
ACBD3
ACBD4
ACBD5
ACBD6
ACBD7
ACCS
ACD
ACE
ACER1
ACER2
ACER3
ACHE
ACIN1
ACKR2
ACKR3
ACKR4
ACLY
ACN9
ACO1
ACO2
ACOT11
ACOT13
ACOT2
ACOT4
ACOT7
ACOT8
ACOT9
ACOX1
ACOX2
ACOX3
ACOXL
ACP1
ACP2
ACP5
ACP6
ACPL2
ACPP
ACRBP
ACRC
ACSBG1
ACSF2
ACSF3
ACSL1
ACSL3
ACSL4
ACSL5
ACSL6
ACSM3
ACSS1
ACSS2
ACTA2
ACTA2-AS1
ACTB
ACTG1
ACTL10
ACTL6A
ACTN1
ACTN2
ACTN4
ACTR10
ACTR1A
ACTR1B
ACTR2
ACTR3
ACTR3B
ACTR3C
ACTR5
ACTR6
ACTR8
ACTRT3
ACVR1
ACVR1B
ACVR1C
ACVR2A
ACVR2B
ACVRL1
ACY1
ACY3
ACYP1
ACYP2
AD000090.2
AD000671.6
ADA
ADAL
ADAM10
ADAM12
ADAM15
ADAM17
ADAM19
ADAM20
ADAM20P1
ADAM22
ADAM23
ADAM28
ADAM29
ADAM8
ADAM9
ADAMDEC1
ADAMTS1
ADAMTS10
ADAMTS13
ADAMTS14
ADAMTS17
ADAMTS3
ADAMTS4
ADAMTS6
ADAMTS7
ADAMTS9
ADAMTS9-AS2
ADAMTSL3
ADAMTSL4
ADAMTSL4-AS1
ADAMTSL5
ADAP1
ADAP2
ADAR
ADARB1
ADARB2
ADAT1
ADAT2
ADAT3
ADC
ADCK1
ADCK2
ADCK3
ADCK4
ADCK5
ADCY1
ADCY2
ADCY3
ADCY4
ADCY6
ADCY7
ADCY9
ADCYAP1
ADD1
ADD2
ADD3
ADH1B
ADH5
ADHFE1
ADI1
ADIPOR1
ADIPOR2
ADIRF
ADK
ADM
ADM2
ADM5
ADNP
ADNP2
ADO
ADORA2A
ADORA2A-AS1
ADORA2B
ADORA3
ADPGK
ADPGK-AS1
ADPRH
ADPRHL1
ADPRHL2
ADPRM
ADRA2A
ADRA2B
ADRB1
ADRB2
ADRBK1
ADRBK2
ADRM1
ADSL
ADSS
ADSSL1
ADTRP
AE000662.92
AE000662.93
AEBP1
AEBP2
AEN
AES
AF001548.5
AF011889.2
AF064858.8
AF124730.4
AF127577.10
AF127936.3
AF127936.5
AF127936.7
AF129408.17
AF131215.5
AF131215.8
AF131216.6
AF131217.1
AF146191.4
AF165138.7
AF196972.9
AF213884.2
AFAP1
AFAP1-AS1
AFAP1L2
AFF1
AFF2
AFF3
AFF4
AFG3L2
AFMID
AFTPH
AGA
AGAP1
AGAP10
AGAP2
AGAP2-AS1
AGAP3
AGAP4
AGAP5
AGAP6
AGAP7
AGAP8
AGBL2
AGBL3
AGBL4
AGBL5
AGBL5-AS1
AGER
AGFG1
AGFG2
AGGF1
AGK
AGL
AGMAT
AGO1
AGO2
AGO3
AGO4
AGPAT1
AGPAT2
AGPAT3
AGPAT4
AGPAT5
AGPAT6
AGPAT9
AGPS
AGR2
AGR3
AGRN
AGTPBP1
AGTRAP
AHCTF1
AHCY
AHCYL1
AHCYL2
AHDC1
AHI1
AHNAK
AHNAK2
AHR
AHRR
AHSA1
AHSA2
AHSP
AICDA
AIDA
AIF1
AIF1L
AIFM1
AIFM2
AIFM3
AIG1
AIM1
AIM1L
AIM2
AIMP1
AIMP2
AIP
AIPL1
AIRN
AJ006998.2
AK1
AK2
AK3
AK4
AK5
AK7
AK8
AK9
AKAP1
AKAP10
AKAP11
AKAP12
AKAP13
AKAP17A
AKAP2
AKAP3
AKAP5
AKAP6
AKAP7
AKAP8
AKAP8L
AKAP9
AKIP1
AKIRIN1
AKIRIN2
AKNA
AKR1A1
AKR1B1
AKR1C1
AKR1C3
AKR7A2
AKR7A3
AKT1
AKT1S1
AKT2
AKT3
AKTIP
AL020996.1
AL022341.3
AL022476.2
AL031663.2
AL031666.2
AL035610.2
AL109761.5
AL109767.1
AL122127.25
AL132709.5
AL132989.1
AL133245.2
AL133493.2
AL136531.1
AL138764.1
AL139099.1
AL157902.3
AL161915.1
AL353698.1
AL354808.2
AL354822.1
AL357673.1
AL359091.2
AL450992.2
AL589743.1
AL590452.1
AL590560.1
AL590822.1
AL590822.2
AL590867.1
AL591479.1
AL592183.1
AL592284.1
AL627171.2
AL627309.1
AL645728.1
AL773604.8
AL928742.12
AL928768.3
ALAD
ALAS1
ALCAM
ALDH16A1
ALDH18A1
ALDH1A1
ALDH1A3
ALDH1B1
ALDH1L2
ALDH2
ALDH3A2
ALDH3B1
ALDH4A1
ALDH5A1
ALDH6A1
ALDH7A1
ALDH8A1
ALDH9A1
ALDOA
ALDOC
ALG1
ALG10
ALG10B
ALG11
ALG12
ALG13
ALG13-AS1
ALG14
ALG1L
ALG2
ALG3
ALG5
ALG6
ALG8
ALG9
ALKBH1
ALKBH2
ALKBH3
ALKBH3-AS1
ALKBH4
ALKBH5
ALKBH6
ALKBH7
ALKBH8
ALMS1
ALOX15
ALOX15B
ALOX5
ALOX5AP
ALPK1
ALPK2
ALPL
ALS2
ALS2CL
ALS2CR12
ALYREF
AMACR
AMBRA1
AMD1
AMDHD1
AMDHD2
AMER1
AMER2
AMFR
AMH
AMHR2
AMICA1
AMIGO1
AMIGO2
AMMECR1
AMMECR1L
AMN
AMN1
AMOT
AMOTL1
AMOTL2
AMPD1
AMPD2
AMPD3
AMPH
AMT
AMY2B
AMZ1
AMZ2
ANAPC1
ANAPC10
ANAPC11
ANAPC13
ANAPC15
ANAPC16
ANAPC2
ANAPC4
ANAPC5
ANAPC7
ANG
ANGEL1
ANGEL2
ANGPT2
ANGPTL1
ANGPTL2
ANGPTL3
ANGPTL4
ANGPTL6
ANK1
ANK2
ANK3
ANKAR
ANKDD1A
ANKDD1B
ANKEF1
ANKFY1
ANKH
ANKHD1
ANKHD1-EIF4EBP3
ANKIB1
ANKK1
ANKLE1
ANKLE2
ANKMY1
ANKMY2
ANKRA2
ANKRD10
ANKRD11
ANKRD12
ANKRD13A
ANKRD13B
ANKRD13C
ANKRD13D
ANKRD16
ANKRD17
ANKRD18A
ANKRD20A4
ANKRD22
ANKRD23
ANKRD24
ANKRD26
ANKRD27
ANKRD28
ANKRD29
ANKRD31
ANKRD32
ANKRD33B
ANKRD33B-AS1
ANKRD34A
ANKRD34B
ANKRD35
ANKRD36
ANKRD36C
ANKRD37
ANKRD39
ANKRD40
ANKRD42
ANKRD44
ANKRD46
ANKRD49
ANKRD50
ANKRD52
ANKRD53
ANKRD54
ANKRD55
ANKRD6
ANKRD62
ANKRD65
ANKRD7
ANKRD9
ANKS1A
ANKS1B
ANKS3
ANKS6
ANKZF1
ANLN
ANO10
ANO6
ANO7
ANO8
ANO9
ANP32A
ANP32B
ANP32E
ANPEP
ANTXR1
ANTXR2
ANTXRL
ANXA1
ANXA11
ANXA2
ANXA2R
ANXA3
ANXA4
ANXA5
ANXA6
ANXA7
AOAH
AOC1
AOC2
AP000251.3
AP000253.1
AP000254.8
AP000318.2
AP000330.8
AP000344.3
AP000350.4
AP000350.5
AP000442.1
AP000442.4
AP000462.3
AP000476.1
AP000487.5
AP000569.9
AP000640.2
AP000692.10
AP000704.5
AP000708.1
AP000769.1
AP000769.7
AP000783.1
AP000936.4
AP000974.1
AP001046.5
AP001046.6
AP001053.11
AP001055.6
AP001056.1
AP001058.3
AP001059.5
AP001062.7
AP001258.4
AP001347.6
AP001362.1
AP001372.2
AP001412.1
AP001437.1
AP001462.6
AP001469.9
AP001631.10
AP001816.1
AP001885.1
AP002884.2
AP003068.23
AP003419.16
AP003733.1
AP003774.1
AP005530.2
AP006216.10
AP006216.11
AP006222.2
AP006621.5
AP1AR
AP1B1
AP1G1
AP1G2
AP1M1
AP1M2
AP1S1
AP1S2
AP1S3
AP2A1
AP2A2
AP2B1
AP2M1
AP2S1
AP3B1
AP3D1
AP3M1
AP3M2
AP3S1
AP3S2
AP4B1
AP4B1-AS1
AP4E1
AP4M1
AP4S1
AP5B1
AP5M1
AP5S1
AP5Z1
APAF1
APBA2
APBA3
APBB1
APBB1IP
APBB2
APBB3
APC
APCDD1
APEH
APEX1
APEX2
APH1A
APH1B
API5
APIP
APITD1
APITD1-CORT
APLF
APLP1
APLP2
APMAP
APOA1
APOA1BP
APOBEC3A
APOBEC3B
APOBEC3C
APOBEC3D
APOBEC3F
APOBEC3G
APOBEC3H
APOBR
APOC1
APOD
APOE
APOF
APOL1
APOL2
APOL3
APOL4
APOL6
APOLD1
APOM
APOO
APOOL
APOPT1
APP
APPBP2
APPL1
APPL2
APRT
APTX
AQP1
AQP10
AQP11
AQP3
AQP9
AQR
ARAF
ARAP1
ARAP1-AS2
ARAP2
ARAP3
ARC
ARCN1
AREG
AREL1
ARF1
ARF3
ARF4
ARF5
ARF6
ARFGAP1
ARFGAP2
ARFGAP3
ARFGEF1
ARFGEF2
ARFIP1
ARFIP2
ARFRP1
ARG2
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP11A
ARHGAP11B
ARHGAP12
ARHGAP15
ARHGAP17
ARHGAP18
ARHGAP19
ARHGAP19-SLIT1
ARHGAP20
ARHGAP21
ARHGAP22
ARHGAP23
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP27
ARHGAP29
ARHGAP30
ARHGAP31
ARHGAP31-AS1
ARHGAP32
ARHGAP33
ARHGAP35
ARHGAP39
ARHGAP4
ARHGAP42
ARHGAP44
ARHGAP5
ARHGAP5-AS1
ARHGAP6
ARHGAP9
ARHGDIA
ARHGDIB
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF15
ARHGEF17
ARHGEF18
ARHGEF19
ARHGEF2
ARHGEF25
ARHGEF26
ARHGEF28
ARHGEF3
ARHGEF33
ARHGEF35
ARHGEF37
ARHGEF38
ARHGEF39
ARHGEF4
ARHGEF40
ARHGEF5
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID2
ARID3A
ARID3B
ARID4A
ARID4B
ARID5A
ARID5B
ARIH1
ARIH2
ARIH2OS
ARL1
ARL10
ARL11
ARL13B
ARL14
ARL14EP
ARL14EPL
ARL15
ARL16
ARL17A
ARL17B
ARL2
ARL2BP
ARL3
ARL4A
ARL4C
ARL4D
ARL5A
ARL5B
ARL5B-AS1
ARL6
ARL6IP1
ARL6IP4
ARL6IP5
ARL6IP6
ARL8A
ARL8B
ARL9
ARMC1
ARMC10
ARMC12
ARMC2
ARMC5
ARMC6
ARMC7
ARMC8
ARMC9
ARMCX1
ARMCX2
ARMCX3
ARMCX4
ARMCX5
ARMCX6
ARNT
ARNT2
ARNTL
ARNTL2
ARPC1A
ARPC1B
ARPC2
ARPC3
ARPC4
ARPC4-TTLL3
ARPC5
ARPC5L
ARPP19
ARRB1
ARRB2
ARRDC1
ARRDC2
ARRDC3
ARRDC4
ARRDC5
ARSA
ARSB
ARSD
ARSG
ARSJ
ARSK
ART3
ART4
ARTN
ARV1
ARVCF
ARX
ASAH1
ASAH2
ASAH2B
ASAP1
ASAP2
ASAP3
ASB1
ASB11
ASB13
ASB16-AS1
ASB2
ASB6
ASB7
ASB8
ASCC1
ASCC2
ASCC3
ASCL1
ASCL2
ASCL5
ASF1A
ASF1B
ASGR1
ASGR2
ASH1L
ASH2L
ASIC3
ASIC4
ASIP
ASL
ASMT
ASMTL
ASMTL-AS1
ASNA1
ASNS
ASNSD1
ASPH
ASPHD2
ASPM
ASPN
ASPSCR1
ASRGL1
ASS1
ASTE1
ASTL
ASTN2
ASUN
ASXL1
ASXL2
ATAD1
ATAD2
ATAD2B
ATAD3A
ATAD3B
ATAD3C
ATAD5
ATAT1
ATE1
ATE1-AS1
ATF1
ATF2
ATF3
ATF4
ATF5
ATF6
ATF6B
ATF7
ATF7IP
ATF7IP2
ATG10
ATG12
ATG13
ATG14
ATG16L1
ATG16L2
ATG2A
ATG2B
ATG3
ATG4A
ATG4B
ATG4C
ATG4D
ATG5
ATG7
ATG9A
ATG9B
ATHL1
ATIC
ATL1
ATL2
ATL3
ATM
ATMIN
ATN1
ATOH8
ATOX1
ATP10A
ATP10B
ATP10D
ATP11A
ATP11A-AS1
ATP11B
ATP11C
ATP13A1
ATP13A2
ATP13A3
ATP13A4
ATP1A1
ATP1A3
ATP1A4
ATP1B1
ATP1B2
ATP1B3
ATP1B3-AS1
ATP2A1
ATP2A2
ATP2A3
ATP2B1
ATP2B4
ATP2C1
ATP2C2
ATP5A1
ATP5B
ATP5C1
ATP5D
ATP5E
ATP5EP2
ATP5F1
ATP5G1
ATP5G2
ATP5G3
ATP5H
ATP5I
ATP5J
ATP5J2
ATP5L
ATP5L2
ATP5O
ATP5S
ATP5SL
ATP6AP1
ATP6AP1L
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V0B
ATP6V0C
ATP6V0D1
ATP6V0D2
ATP6V0E1
ATP6V0E2
ATP6V0E2-AS1
ATP6V1A
ATP6V1B2
ATP6V1C1
ATP6V1C2
ATP6V1D
ATP6V1E1
ATP6V1E2
ATP6V1F
ATP6V1G1
ATP6V1G2
ATP6V1H
ATP7A
ATP7B
ATP8A1
ATP8A2
ATP8B1
ATP8B2
ATP8B3
ATP8B4
ATP9A
ATP9B
ATPAF1
ATPAF2
ATPIF1
ATR
ATRAID
ATRIP
ATRN
ATRNL1
ATRX
ATXN1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN3
ATXN7
ATXN7L1
ATXN7L2
ATXN7L3
ATXN7L3B
AUH
AUNIP
AUP1
AURKA
AURKAIP1
AURKB
AURKC
AUTS2
AVEN
AVIL
AVL9
AVPI1
AXDND1
AXIN1
AXIN2
AXL
AZI1
AZI2
AZIN1
B2M
B3GALNT1
B3GALNT2
B3GALT2
B3GALT4
B3GALT6
B3GALTL
B3GAT1
B3GAT2
B3GAT3
B3GNT1
B3GNT2
B3GNT4
B3GNT5
B3GNT7
B3GNT8
B3GNT9
B3GNTL1
B4GALNT3
B4GALT1
B4GALT2
B4GALT3
B4GALT4
B4GALT5
B4GALT6
B4GALT7
B9D1
B9D2
BAALC
BABAM1
BACE1
BACE2
BACH1
BACH1-IT2
BACH2
BAD
BAG1
BAG2
BAG3
BAG4
BAG5
BAG6
BAHD1
BAI1
BAI2
BAIAP2
BAIAP2-AS1
BAIAP2L1
BAIAP2L2
BAIAP3
BAK1
BAMBI
BANF1
BANK1
BANP
BAP1
BARD1
BARX2
BASP1
BATF
BATF2
BATF3
BAX
BAZ1A
BAZ1B
BAZ2A
BAZ2B
BBC3
BBIP1
BBS1
BBS10
BBS12
BBS2
BBS4
BBS5
BBS7
BBS9
BBX
BCAM
BCAP29
BCAP31
BCAR1
BCAR3
BCAS1
BCAS2
BCAS3
BCAS4
BCAT1
BCAT2
BCCIP
BCDIN3D
BCDIN3D-AS1
BCKDHA
BCKDHB
BCKDK
BCL10
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L1
BCL2L10
BCL2L11
BCL2L12
BCL2L13
BCL2L14
BCL2L15
BCL2L2
BCL3
BCL6
BCL6B
BCL7A
BCL7B
BCL7C
BCL9
BCL9L
BCLAF1
BCO2
BCOR
BCORL1
BCR
BCS1L
BCYRN1
BDH1
BDH2
BDKRB2
BDNF-AS
BDP1
BECN1
BEGAIN
BEND3
BEND4
BEND5
BEND6
BEND7
BEST1
BEST4
BET1
BET1L
BEX1
BEX2
BEX4
BEX5
BFAR
BFSP1
BFSP2
BFSP2-AS1
BGLAP
BGN
BHLHA15
BHLHB9
BHLHE22
BHLHE40
BHLHE40-AS1
BHLHE41
BHMT2
BICC1
BICD1
BICD2
BID
BIK
BIN1
BIN2
BIN3
BIRC2
BIRC3
BIRC5
BIRC6
BIVM
BLCAP
BLK
BLM
BLMH
BLNK
BLOC1S1
BLOC1S2
BLOC1S3
BLOC1S4
BLOC1S5
BLOC1S6
BLVRA
BLVRB
BLZF1
BMF
BMI1
BMP1
BMP2
BMP2K
BMP3
BMP4
BMP6
BMP7
BMP8A
BMP8B
BMPR1A
BMPR2
BMS1
BMX
BNC2
BNIP1
BNIP2
BNIP3
BNIP3L
BNIPL
BOC
BOD1
BOD1L1
BOLA1
BOLA2B
BOLA3
BOLA3-AS1
BOP1
BORA
BPGM
BPHL
BPNT1
BPTF
BRAF
BRAP
BRAT1
BRCA1
BRCA2
BRCC3
BRD1
BRD2
BRD3
BRD4
BRD7
BRD8
BRD9
BRE
BRF1
BRF2
BRI3
BRI3BP
BRICD5
BRIP1
BRIX1
BRK1
BRMS1
BRMS1L
BROX
BRPF1
BRPF3
BRSK1
BRWD1
BRWD3
BSCL2
BSDC1
BSG
BSPRY
BST1
BST2
BTAF1
BTBD1
BTBD10
BTBD11
BTBD18
BTBD19
BTBD2
BTBD3
BTBD6
BTBD7
BTBD8
BTBD9
BTD
BTF3
BTF3L4
BTG1
BTG2
BTG3
BTK
BTLA
BTN1A1
BTN2A1
BTN2A2
BTN3A1
BTN3A2
BTN3A3
BTNL8
BTNL9
BTRC
BUB1
BUB1B
BUB3
BUD13
BUD31
BVES
BX088651.1
BX255923.1
BYSL
BZRAP1
BZRAP1-AS1
BZW1
BZW2
C10orf10
C10orf11
C10orf111
C10orf118
C10orf12
C10orf128
C10orf131
C10orf2
C10orf25
C10orf32
C10orf35
C10orf54
C10orf67
C10ORF68
C10orf76
C10orf88
C10orf91
C10orf95
C10orf99
C11orf1
C11orf21
C11orf24
C11orf30
C11orf31
C11orf35
C11orf48
C11orf49
C11orf54
C11orf57
C11orf58
C11orf63
C11orf65
C11orf68
C11orf71
C11orf73
C11orf74
C11orf80
C11orf82
C11orf83
C11orf84
C11orf85
C11orf95
C11orf96
C12orf10
C12orf23
C12orf29
C12orf39
C12orf4
C12orf42
C12orf43
C12orf44
C12orf45
C12orf49
C12orf5
C12orf50
C12orf55
C12orf57
C12orf60
C12orf61
C12orf65
C12orf66
C12orf68
C12orf73
C12orf74
C12orf75
C12orf76
C12orf77
C12orf79
C14orf1
C14orf119
C14orf132
C14orf142
C14orf159
C14orf166
C14orf182
C14orf2
C14orf23
C14orf28
C14orf37
C14orf64
C14orf79
C14orf80
C14orf93
C15orf38
C15orf39
C15orf40
C15orf41
C15orf48
C15orf52
C15orf53
C15orf57
C15orf61
C15orf62
C15orf65
C16orf13
C16orf45
C16orf46
C16orf52
C16orf54
C16orf58
C16orf59
C16orf62
C16orf70
C16orf71
C16orf72
C16orf74
C16orf80
C16orf86
C16orf87
C16orf91
C16orf93
C16orf95
C16orf98
C17orf100
C17orf103
C17orf104
C17orf105
C17orf107
C17orf49
C17orf51
C17orf53
C17orf58
C17orf59
C17orf62
C17orf67
C17orf70
C17orf72
C17orf75
C17orf80
C17orf85
C17orf89
C17orf96
C17orf97
C17orf99
C18orf21
C18orf25
C18orf32
C18orf54
C18orf56
C18orf8
C19orf10
C19orf12
C19orf18
C19orf24
C19orf25
C19orf26
C19orf33
C19orf35
C19orf38
C19orf40
C19orf43
C19orf44
C19orf47
C19orf48
C19orf52
C19orf53
C19orf54
C19orf55
C19orf57
C19orf59
C19orf60
C19orf66
C19orf67
C19orf68
C19orf70
C19orf73
C19orf77
C19orf81
C19orf82
C19orf83
C19orf84
C1D
C1GALT1
C1GALT1C1
C1orf101
C1orf106
C1orf109
C1orf112
C1orf115
C1orf122
C1orf123
C1orf131
C1orf134
C1orf145
C1orf159
C1orf162
C1orf167
C1orf170
C1orf172
C1orf173
C1orf174
C1orf186
C1orf198
C1orf200
C1orf204
C1orf21
C1orf213
C1orf216
C1orf220
C1orf222
C1orf226
C1orf227
C1orf228
C1orf233
C1orf27
C1orf35
C1orf43
C1orf50
C1orf51
C1orf52
C1orf53
C1orf54
C1orf56
C1orf61
C1orf63
C1orf74
C1orf85
C1orf86
C1QA
C1QB
C1QBP
C1QC
C1QL1
C1QTNF1
C1QTNF3
C1QTNF6
C1QTNF7
C1QTNF9B-AS1
C1R
C1RL
C1RL-AS1
C1S
C2
C20orf112
C20ORF135
C20orf144
C20orf194
C20orf195
C20orf196
C20orf201
C20orf24
C20orf27
C20orf96
C21orf119
C21orf2
C21orf33
C21orf49
C21orf58
C21orf59
C21orf62
C21orf67
C21orf91
C22orf15
C22orf24
C22orf26
C22orf29
C22orf34
C22orf39
C22orf46
C2CD2
C2CD2L
C2CD3
C2CD4A
C2CD4B
C2CD4D
C2CD5
C2orf15
C2ORF15
C2orf27A
C2orf40
C2orf42
C2orf43
C2orf44
C2orf47
C2orf48
C2orf49
C2orf62
C2orf68
C2orf69
C2orf74
C2orf76
C2orf81
C2orf82
C2orf88
C3
C3AR1
C3orf14
C3orf17
C3orf18
C3orf20
C3orf33
C3orf35
C3orf38
C3orf52
C3orf58
C3orf62
C3orf67
C3orf70
C4orf21
C4orf22
C4orf26
